department_tag,course_code,name,credits,description,corequisites,prerequisites,attributes,department,group_numbers
PHTH,2300,Communication Skills for the Health Professions,4,"Offers students in the health professions an opportunity to learn how to communicate effectively with patients, colleagues, and other professionals. Covers interpersonal communication with patients and families from culturally diverse backgrounds, public speaking and presentations, and communicating as a leader. Requires students to create/prepare and deliver several presentations throughout the semester.",[],[],"['Difference/Diversity', 'Creative Express/Innov']",Public Health,[]
PHTH,2301,Communication Skills for the Health Professions—Global,4,"Studies how to communicate effectively with patients, colleagues, and other professionals—regardless of race, culture, or ethnicity—on interpersonal, organizational, and global levels. Introduces traditional and new media health communication strategies, public speaking/presentation techniques, and communication as leaders in a global environment. Compares cultures and healthcare systems in the country of study with the American system by engaging with health professionals, patients, caregivers, and communications and other specialists. Introduces students to art and techniques of health communication for informing and influencing patients, caregivers, and the community-at-large. Offers students in the health professions an opportunity to learn interpersonal, organizational, mass media, and global communication skills to empower individuals to become health literate and participate in their own healthcare. May be repeated without limit.",[],[],"['Difference/Diversity', 'Creative Express/Innov']",Public Health,[]
PHTH,2350,Community and Public Health,4,"Provides students with a basic familiarity with and appreciation of public health and community-based methods for improving the health of populations. Explores the purpose and structure of the U.S. public health system, contemporary public health issues such as prevention of communicable diseases, health education, social inequalities in health and healthcare, public health responses to terrorism, and control of unhealthy behaviors like smoking, drinking, drug abuse, and violence. Prior completion of PHTH 1260 is recommended but not required.",[],[],['Societies/Institutions'],Public Health,[]
PHTH,2351,Community and Public Health - Global,4,"Offers a basic familiarity with (and appreciation of) public health and community-based methods for improving the health of populations in a global context. Discusses the purposes and structures of the public health systems of the United States and the host country. Explores contemporary public health issues, including the global burden of disease; social determinants of inequalities in health and healthcare; communicable disease detection and management; environmental health risks; nutrition and physical activity; and unhealthy behaviors, such as substance use and violence. Analyzes the application of public health practices and principles to urban health concerns through the use of comparative case studies.",[],[],['Societies/Institutions'],Public Health,[]
PHTH,2414,Environmental Health,4,"Offers an overview of the field of environmental health, with focus on what the National Institute of Environmental Health Sciences terms “environmental public health.” This broad field increasingly involves transdisciplinary approaches that use social science/environmental health collaborations, and it includes the physical, built, and social environments. Asks students to think critically about the economic, scientific, social, and political factors that shape environmental health and to consider how the field is relevant to other public health issues.",[],[],[],Public Health,[]
PHTH,2515,Healthcare Policy and Administration,4,"Focuses on management and policy issues in healthcare. Discusses management and administrative structures in hospitals and other healthcare organizations, including community clinics and health organizations, both private and public. Introduces the financial systems, economic information, and payment mechanisms necessary to understand healthcare financing. Also explores the variety of factors that influence population health from a healthcare policy perspective. Offers students an opportunity to learn how to analyze, prepare, and write policy briefs based on understanding the various economic, legal, and political forces shaping healthcare in the United States.",[],"['PHTH 1260', 'PHTH 1261']",[],Public Health,"[1, 1]"
PHTH,2616,Rural Health: An Interdisciplinary Seminar,4,"Addresses current issues in rural health. Maine, one of the nation’s most rural states, is the primary case example. Highlights interdisciplinary approaches to identifying priority health concerns, addressing root causes of diseases and poor health and developing sustainable policy and programmatic interventions for improving health outcomes of individuals, families, and communities in rural areas. Reviews models of rural healthcare delivery, rural public health systems and practices, rural public policy and health reform, the role of health technologies in rural practice, and health disparities among vulnerable rural populations (including but not limited to immigrants, migrant workers, older people, people living with disabilities, LGBTQIA+ persons, and indigenous/first peoples). Critically analyzes the complex contextual factors that must be addressed to sustainably improve health outcomes in rural settings.",[],[],['Societies/Institutions'],Public Health,[]
PHTH,4120,Global Perspectives on Discrimination and Health,4,"Explores how discrimination can lead to population-level health disparities among marginalized groups globally. Topics include constructions of social categories, such as race and gender; differences in patterns of disease across populations, both intra- and internationally; how work from various disciplines, such as anthropology, medicine, and public health, inform understanding about how discrimination relates to health; and theoretical models from different disciplines that explain public health disparities.",[],"['PHTH 2350', 'PHTH 2351', 'ENGW 3302', 'ENGW 3304', 'ENGW 3306', 'ENGW 3307', 'ENGW 3308', 'ENGW 3314', 'ENGW 3315']","['Difference/Diversity', 'Interpreting Culture', 'Writing Intensive']",Public Health,"[1, 1, 2, 2, 2, 2, 2, 2, 2]"
PHTH,4202,Principles of Epidemiology in Medicine and Public Health,4,"Introduces the principles of epidemiology necessary to critically evaluate the published research in medicine, public health, and related fields. Through careful reading of literature, class discussion, and lectures, familiarizes students with the study of design-related considerations that are an indispensable part of interpreting scientific literature. Offers students an opportunity to learn how to recognize critical elements of research design and execution (e.g., loss to follow-up in randomized clinical trials and other cohort designs, selection bias in case control studies, etc.); identify the strengths and limitations of different approaches to research questions; deepen their understanding of causal inference; and recognize the provisional nature of scientific knowledge. Covers issues of statistical methods and data analysis; however, there are no computational requirements.",[],"['ENGW 3302', 'ENGW 3304', 'ENGW 3306', 'ENGW 3307', 'ENGW 3308', 'ENGW 3311', 'ENGW 3314', 'ENGW 3315', 'CRIM 3700', 'ECON 2350', 'ENVR 2500', 'INSH 3102', 'MATH 2280', 'MATH 3081', 'MGSC 2301', 'NRSG 5120', 'PHTH 2210', 'POLS 2400', 'PSYC 2320', 'SOCL 2320']","['Natural/Designed World', 'Writing Intensive']",Public Health,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
PHTH,4511,Healthcare Management,4,"Provides an opportunity to develop skills and abilities related to management within the context of interdisciplinary study. Students explore issues in healthcare management in small-group, case-based educational experiences or problem-solving approaches. Within the context of small groups, students explore complex problems frequently encountered in clinical practice. Group projects related to leadership, management, or administrative issues are pursued and developed as classroom or poster presentations.",[],"['PHTH 1260', 'PHTH 1261']",[],Public Health,"[1, 1]"
PHTH,4515,Critical Issues in Health and Public Health Policy,4,"Explores current public health and healthcare policy issues. Uses a case-based format to analyze, explain, and address ongoing problems within the U.S. public health and healthcare systems. Assesses the status of U.S. healthcare reform. Evaluates alternative payment mechanisms. Reviews national and state drug pricing negotiations, implications for drug development and patient access, and other current issues in public health and healthcare.",[],"['PHTH 2515', 'ENGW 3302', 'ENGW 3304', 'ENGW 3306', 'ENGW 3307', 'ENGW 3308', 'ENGW 3314', 'ENGW 3315']","['Capstone Experience', 'Societies/Institutions']",Public Health,"[1, 1, 1, 1, 1, 1, 1, 1]"
PHTH,4540,Health Education and Program Planning,4,"Offers a writing-intensive course that introduces concepts central to health education and the program-planning process. Examines current public health issues that require intervention through health education or other types of prevention programs. Studies and applies models and theories used in health education and program planning. Offers students an opportunity to conduct a needs assessment; design and plan a program for a public health issue; create a mission statement for the program as well as goals, objectives, and strategies; and design the intervention, develop an evaluation plan, and create a budget and marketing plan. Prior completion of PHTH 2300 and PHTH 2350 is recommended but not required.",[],"['ENGW 3306', 'ENGW 3302', 'ENGW 3304', 'ENGW 3307', 'ENGW 3308', 'ENGW 3314', 'ENGW 3315']",['Writing Intensive'],Public Health,"[1, 1, 1, 1, 1, 1, 1]"
PHTH,4602,"Private Guns, Public Health",4,"Introduces a public health approach to preventing firearm violence in the United States. Reviews the epidemiologic basis for prevention approaches, including why reducing access to firearms can prevent suicide deaths; structural obstacles to gun violence research; and how researchers have tried to overcome these impediments. Covers perspectives on firearm violence prevention from medicine, criminology, law, and economics. Offers students an opportunity to synthesize concepts from prior coursework, especially from epidemiology, and bring this background to close reading and class discussion of journal articles. Focuses on how different study designs are well or ill suited to address pressing questions related to gun violence.",[],[],['Capstone Experience'],Public Health,[]
PHTH,4616,Addressing Rural Health Inequities,4,"Presents an overview of health inequities among rural populations and seeks to facilitate understanding of the complex causes through a public health perspective. Investigates innovative approaches to addressing rural health challenges, and provides examples of evidence-based policy, program, and technological interventions that impact the health and well-being of rural communities. Explores public health and healthcare issues that have been at the core of the health sciences/public health curriculum. Offers students an opportunity to select a specific rural health inequity in a defined geographic area as the focus of a final capstone project.",[],[],['Capstone Experience'],Public Health,[]
PHTH,5120,"Race, Ethnicity, and Health in the United States",3,"Explores the role of economic, social, and individual factors in explaining racial and ethnic health disparities and examines intervention approaches to eliminate them. Topics include genetic and social constructions of race and ethnicity, measuring race and ethnicity, and the differences in prevalence and patterns of disease across groups; cultural and structural factors that affect healthcare delivery, such as discrimination, racism, and health status; and public health approaches to prevention and improving healthcare delivery.",[],[],"['Difference/Diversity', 'Interpreting Culture', 'Writing Intensive']",Public Health,[]
PHTH,5202,Introduction to Epidemiology,3,"Introduces the principles, concepts, and methods of population-based epidemiologic research. Offers students an opportunity to understand and critically review epidemiologic studies. Lectures and discussions aim to serve as a foundation for training in epidemiology, quantitative methods, and population-based health research. The course is a required introductory course for students in the Master of Public Health program and is appropriate for students who are interested in epidemiologic research. Students not meeting course restrictions may seek permission of instructor.",[],[],[],Public Health,[]
PHTH,5210,Biostatistics in Public Health,3,"Offers public health students an opportunity to obtain the fundamental concepts and methods of biostatistics as applied predominantly to public health problems and the skills to perform basic statistical calculations Emphasizes interpretation and comprehension of concepts. Topics include descriptive statistics, vital statistics, sampling, estimation and significance testing, sample size and power, correlation and regression, spatial and temporal trends, small area analysis, and statistical issues in policy development. Draws examples of statistical methods from the public health practice. Introduces use of computer statistical packages. Requires permission of instructor for students outside designated programs.",[],[],[],Public Health,[]
PHTH,5212,Public Health Administration and Policy,3,"Offers students an opportunity to obtain practical knowledge concerning the planning, organization, administration, management, evaluation, and policy analysis of health programs. Surveys what we know and think about public health administration and policy and what we do in practice. Introduces the main components of public health policy and administration using notable conceptual frameworks and case studies. Requires permission of instructor for students outside designated programs.",[],[],[],Public Health,[]
PHTH,5214,Environmental Health,3,"Introduces the field of environmental health, which encompasses concerns related to physical, built, and social environments. Discusses the tools used to study environmental exposures and diseases. Examines environmental health hazards, the routes by which humans are exposed to hazards, various media in which they are found, and disease outcomes associated with exposures. Offers students an opportunity to become familiar with methods used to conduct environmental health research and with the federal and state agencies responsible for protecting environmental health.",[],[],['Capstone Experience'],Public Health,[]
PHTH,5222,Health Advocacy,3,"Seeks to educate students about the role of advocacy in public health while providing tools and support to address current healthcare issues. Provides information and theory about advocacy, education, and community organizing in public health practice and skills geared toward direct application. Covers various techniques related to developing and conducting an advocacy project within a community setting. Offers students an opportunity to develop, communicate, and refine a community-based advocacy program. Requires permission of instructor for students outside designated programs.",[],[],[],Public Health,[]
PHTH,5226,Strategic Management and Leadership in Healthcare,3,"Focuses on management challenges facing healthcare organizations, particularly community-based agencies and their role in the public healthcare delivery system. Introduces strategic thinking and leadership approaches that must be considered for managing a successful healthcare organization. Selected topics include strategic planning; organizational development and the barriers to organizational change; relationship management with key internal and external constituencies; marketing, financial management, and contract negotiation; evolving principles of health insurance and the changing role of the consumer; and the key elements for effective organizational leadership in today’s evolving healthcare marketplace. When appropriate, outside experts are used to supplement readings, case studies, and lecture and discuss practical real-world challenges in leading various healthcare initiatives. Requires permission of instructor for students outside designated programs.",[],[],[],Public Health,[]
PHTH,5230,Global Health,3,"Presents an overview of global health issues and focuses on less economically developed countries. Covers measures of disease burden; demography of disease and mortality; Millennium Development Goals (under the auspices of the United Nations); infectious diseases such as HIV/AIDS, tuberculosis, and malaria and their prevention; vaccine utilization and potential implications; chronic diseases; tobacco-associated disease; nutritional challenges; behavioral modification; mother and child health; health human resources; and ethical issues in global health.",[],[],['Capstone Experience'],Public Health,[]
PHTH,5232,Evaluating Healthcare Quality,3,"Focuses on the conceptual and methodological foundations for evaluating the quality of care of healthcare providers—both individual providers and healthcare organizations. Aimed at students pursuing careers in public health, public policy, healthcare management, and the various health professions in the growing field of quality evaluation and improvement. Also designed to give healthcare providers an appreciation for how they may be evaluated. Examines scientific issues in the measurement of quality of care as well as key quality evaluation methods. Also covers the use of risk adjustment and other methodologies for comparing the quality of healthcare providers. Focuses on mechanisms that assess quality, including licensure, accreditation, and board certification.",[],[],[],Public Health,[]
PHTH,5234,Economic Perspectives on Health Policy,3,"Uses basic economic concepts to illuminate the many factors that shape health, healthcare, and the healthcare system in the United States. Examines the role of these concepts in explaining the challenges faced in achieving three core goals of the healthcare system: increasing access, limiting cost, and improving quality. Explores how policy makers, market participants, and others can remedy access, cost, and quality deficiencies. Illustrates how economic concepts can be applied to the study of health and health behaviors.",[],[],[],Public Health,[]
PHTH,5236,"Food, Nutrition, and Health",3,"Offers a capstone experience to explore public health nutrition issues among individuals, communities, and populations living in urban settings. Emphasizes planning, implementation, and evaluation of programs and policies to improve nutrition and reduce food insecurity among vulnerable populations. Complements familiarity with concepts of nutrition knowledge with real-world activities and experiences. Focuses on integrating and synthesizing information to analyze, explain, and address problems in healthcare, community, and public health.",[],[],['Capstone Experience'],Public Health,[]
PHTH,5300,Project Management in Public Health,1,"Presents principles of project management as applied to public health organizations and their programs. Offers students an opportunity to learn the components of the project management life cycle, including human resource components, material resources, and related components.",[],[],[],Public Health,[]
PHTH,5310,Budget Principles in Public Health,1,"Details the public health revenue and funding environment, identifies key budget development functions, and describes the importance of utilizing the budget process for sound management of the programs. Public health programs in public agencies and nonprofit organizations require managerial skills to assure that programs are implemented efficiently and effectively. Funding for public health frequently comes from governmental revenue sources—federal and state budgets or grants from government or foundations. It is critical that the funds are utilized well and appropriate to the objectives of the agency and program. Advancing the environment for public health through effective budgeting and promotion of program impact is important to support the continued funding for public health. The course takes students through these topics and offers them the opportunity to gain the practical experience of developing a budget for a public health program as the central activity.",[],[],[],Public Health,[]
PHTH,5320,Grant Writing in Public Health,1,"Explores the grant funding landscape, identifies different types of funders and grants,and identifies potential funders. Offers participants an opportunity to develop their skills in grant writing and in reviewing grants, to develop a grant proposal, and to understand the submission and peer review process.",[],[],[],Public Health,[]
PHTH,5540,Health Education and Program Planning,3,Focuses on underlying concepts of health education and explores current health education issues that require intervention. Covers program planning models and theories used in health education. Offers students an opportunity to develop a working knowledge of the planning process for health education through the analysis of case studies and by creating a program plan to address a health issue of their choice.,[],"['ENGW 1102', 'ENGW 1111', 'ENGW 1113', 'ENGW 1114']",['Writing Intensive'],Public Health,"[1, 1, 1, 1]"
PHTH,5603,Qualitative Methods,4,"Introduces the principles and use of common qualitative methods with a particular focus on their application in the social sciences. Students practice designing qualitative research. Offers students an opportunity to gain experience using diverse analytic and theory building techniques, conducting field observations and interviews, and analyzing content. Examines the foundation of core concepts in research. Topics include objectivity, bias, empiricism, validity, triangulation, and ethical issues surrounding human subjects—such as confidentiality, anonymity, and vulnerable populations.",[],[],[],Public Health,[]
PHTH,6130,Public Health Technologies: Ethics and Equity,3,"Offers students an opportunity to develop an understanding of the multiple forms of technology that are deployed to advance both healthcare and public health and the broad range of ethical challenges and individual and community-level disparities associated with these technologies. Examines theoretical and conceptual frameworks to address disparities associated with public health technologies. Explores case studies to understand how a social justice framework can be applied to the development, implementation, and evaluation of public health technologies.",[],[],[],Public Health,[]
PHTH,6200,Principles and History of Urban Health,3,"Focuses on the aspects of urban development and life that impact the health and well-being of city residents. Offers students an opportunity to learn about the impact of migration patterns, built environments, occupational stratification, and other cultural and community contextual factors that impact health status and healthcare access. Examines the level of overall health and healthcare found in urban populations, particularly the urban poor, and the disproportionate impact on racial and ethnic minorities in the United States and elsewhere. Considers public policy approaches for addressing the unique health issues of urban areas. Examines urban health issues both from a national and international perspective. Requires permission of instructor for students outside designated programs.",[],[],['Capstone Experience'],Public Health,[]
PHTH,6202,Intermediate Epidemiology,3,"Offers an intermediate-level course covering key principles, concepts, and methods of population-based epidemiologic research. Topics include observational study designs, measures of disease occurrence and association, validity and bias, confounding, effect modification, multivariate analysis for stratification and adjustment, critical appraisal and meta-analysis, mediation analysis, missing data analysis, and concepts and methods for strengthening causal inference. Offers graduate students unique opportunities to engage in practical applications, including critical reviews of published epidemiologic journal articles, and to conduct hands-on analyses of empirical datasets using SAS statistical software. Designed to serve as a foundation for further advanced training in specialized branches of epidemiology, quantitative methods, and epidemiologic research.",[],['PHTH 5202'],[],Public Health,[1]
PHTH,6204,"Society, Behavior, and Health",3,"Explores individual, interpersonal, and social influences on health. Offers students in public health an opportunity to learn the application of the social and behavioral sciences. Examines foundations of public health, including prevention and the prevention paradox, theories of disease causation, and public health ethics. In addition, multilevel influences on health are examined, including behavioral theories and social determinants of health. Throughout the semester, attention is paid to disparities in health. Finally, we examine strategies to reduce health disparities, such as education, interventions, and policy-level changes, and discuss their relative effectiveness. Requires permission of instructor for students outside designated programs.",[],[],[],Public Health,[]
PHTH,6208,Urban Community Health Assessment,3,"Offers students an opportunity to develop a basic understanding of the complex public health issues confronting urban communities across the nation. Uses a community organization and development framework for public health practice. Seeks to provide skills, tools, and experiential learning opportunities that result in community assessments that may be used in public health planning, programming, and policy. Covers key principles and methods for conducting community health assessments utilizing a range of quantitative and qualitative methods, including community epidemiology, major data sets, surveillance data, behavioral risk and other population-based surveys, as well as other primary and secondary data sources. Includes collaborative and interactive exercises, including self- and group reflection, Internet and contemporary media exploration, and in-class discussions. Requires permission of instructor for students outside designated programs.",[],[],[],Public Health,[]
PHTH,6210,Applied Regression Analysis,3,"Builds upon the fundamental concepts and methods of biostatistics with applications to health disciplines. Topics include hypothesis testing, analysis of variance, linear regression, multiple regression, and logistic regression. Examples and readings are drawn from the public health literature. The SAS statistical software package is introduced and used throughout the course.",[],['PHTH 5210'],[],Public Health,[1]
PHTH,6224,Social Epidemiology,3,"Focuses on social epidemiology, which is defined as the study of the distribution and determinants of health in populations as related to the social and economic determinants of health. Includes theories, patterns, and controversies, as well as programs and policies that can be applied to address health inequalities. Readings include articles that situate one dimension of social epidemiology with articles addressing the empirical patterns, address prevailing theories and controversies regarding the causes of the inequalities, as well as address interventions or policies that may be applied to address the inequalities.",[],"['PHTH 5202', 'PHTH 5202', 'PHTH 5210', 'PHTH 5210']",[],Public Health,"[1, 1, 2, 2]"
PHTH,6320,Qualitative Methods in Health and Illness,3,"Discusses qualitative inquiry in general and specifically in topics related to public health and experiences of self, health, illness, and the body. Qualitative research aims to achieve in-depth and contextual understanding of people, culture, and societies and usually employs texts, interviews, published materials, images, and focus group discussions as sources of data. The course integrates theoretical and methodological readings and discussions with designing and conducting a qualitative project. Offers students an opportunity to understand meanings of health, illness, and the body in a variety of “local worlds” and reflect on their importance for informing policy, public health, research, and practice. Requires prior completion of one undergraduate- or graduate-level course in research methods.",[],[],[],Public Health,[]
PHTH,6400,Principles of Population Health 1,3,"Seeks to provide students with historical background and methodological and critical-thinking tools needed to perform high-quality, interdisciplinary research in population health. Using a problem-solving and interdisciplinary framework, offers students an opportunity to gain the skills to develop research hypotheses, design research strategies, analyze data to test study hypotheses, and communicate their findings both orally and in writing. Also offers students an opportunity to gain experience in research methodology and application of basic methods for population health research, including epidemiological and biostatistical concepts. Finally, students demonstrate their mastery of these skills through problem sets and through written proposals that include communication of preliminary data.",[],"['PHTH 5210', 'PHTH 5210']",[],Public Health,"[1, 1]"
PHTH,6410,Principles of Population Health 2,3,"Continues PHTH 6400, exploring additional population health research topics and methods and applying more advanced biostatistical and epidemiological analysis methods.",[],['PHTH 6400'],[],Public Health,[1]
PHTH,6440,Advanced Methods in Biostatistics,3,"Explores in detail the analysis of complex survey design, including adjustments for cluster sampling, weighting, and stratification. Designs that incorporate clustering of data are common in health science research. These designs are characterized by data that capture nonindependent repeated measurements on primary sampling units or that collect data with schemes more complex than simple random sampling. The statistical analyses of these types of data need to include appropriate adjustments to provide proper estimates and accurate testing. The second part of the course investigates the use of mixed regression models to analyze repeated measurements on individuals, multilevel data, and growth models.",[],['PHTH 6210'],[],Public Health,[1]
PHTH,6800,Causal Inference in Public Health Research,3,"Exposes students to causal inference approaches, including causal diagrams and counterfactual theory. Students are also asked to draw upon their own research experiences and prior epidemiology training to evaluate public health studies. Covers how to apply the fundamental concepts of counterfactuals and causal diagrams; assess threats to validity in study designs and analysis, including confounding, selection bias, and measurement error/misclassification; evaluate the validity of a public health research study’s design and analysis with respect to addressing causal questions; and critically analyze scientific literature and apply findings to clinical or policy decisions. Offers students an opportunity to think critically and rigorously about the implications of study design and analysis toward addressing public health questions.",[],['PHTH 6202'],[],Public Health,[1]
PHTH,6801,Causal Inference 1,4,"Introduces causal inference approaches, including causal diagrams and counterfactual theory. Draws upon personal research experiences and/or prior training. Covers insights on how to apply the fundamental concepts of counterfactuals and causal diagrams; assess threats to validity in study designs and analysis including confounding, selection bias, and measurement error/misclassification; evaluate the validity of a research study’s design and analysis with respect to addressing causal questions; and critically analyze scientific literature and apply findings to decisions. Offers students an opportunity to think critically and rigorously about the implications of study design and analysis toward addressing questions.",[],[],[],Public Health,[]
PHTH,6802,Causal Inference 2,4,"Continues PHTH 6801. Expands on foundational knowledge of causal inference by examining time-varying exposures, introducing the g-formula for estimating standardized outcome distributions, and unraveling the intricacies of marginal structural models. Navigates through key topics, including static and dynamic treatment regimes. Engages in discussions on sensitivity analysis, graphical models, identification algorithms, and the complex domain of causal discovery. Examines advanced techniques in causal inference, offering students an opportunity to apply theoretical principles to practical scenarios. Tackles challenging aspects such as time-varying exposures and sophisticated modeling techniques in the pursuit of accurate and meaningful outcomes.",[],"['PHTH 6800', 'PHTH 6801']",[],Public Health,"[1, 1]"
PHTH,6810,Survival Analysis,4,"Focuses on the theoretical understanding and computational analysis of time-to-event data, which may or may not be censored or truncated through the course of their collection. Presents foundational nonparametric methods, such as the log-rank test and Kaplan-Meier curves and a deeper discussion of the Cox proportional hazards model. Discusses power and sample size techniques for methods. Reviews examples from public health, clinical trials, and large-scale observational health studies.",[],[],[],Public Health,[]
PHTH,6820,Design and Analysis of Clinical Trials,4,"Presents theoretical and computational aspects of conducting clinical trials research. Covers topics such as phase 1, 2, 3, and 4 trials. Explores creation of a statistical analysis plan, adaptive study designs, randomization techniques, interim monitoring, and reporting. Offers students an opportunity to practice a programming language for regulatory decision making, a solid foundation in the theoretical and computational aspects of conducting clinical trials research, and exercising the skills needed for success in this critical field. Applies theoretical concepts through practical exercises.",[],[],[],Public Health,[]
PHTH,6830,Generalized Linear Models,4,"Focuses on selecting, fitting, and evaluating the general class of generalized linear models. Emphasizes linear, logistic, Poisson, and proportional hazards regression in addition to time series analyses. Stresses proper construction of models through the evaluation of modeling assumptions and assessment of model diagnostics. Introduces concepts of confounding, effect modification, and methods for missing data. Offers students an opportunity to fit, evaluate, and appropriately communicate and visualize the results of modeling techniques using a programming language and statistical software packages, as well as practice on techniques for data cleaning on real examples of messy data.",[],[],[],Public Health,[]
PHTH,6880,Statistical Consultancy,1,"Offers students an opportunity to demonstrate skills including problem solving, communication, visualization, and adaptability through a consultancy small group project. Students work in interdisciplinary groups in a consultancy role. Topics include problem solving, consulting session management, written and oral communication, research ethics, experiment design, data collection, and application of statistical and data visualization methods with real-world problems. May be repeated once.",[],"['MATH 5010', 'PHTH 6830']",[],Public Health,"[1, 1]"
PHTH,6910,Public Health Capstone,3,"Offers students an opportunity for scholarly work on-site in a range of diverse public health settings reflective of their particular urban health focus. Students have an opportunity to integrate their theory and practice experiences in a major research, program planning, program implementation, policy development, management, service delivery, or evaluation project. Student-led and designed in consultation with community partners and faculty advisors, seeks to support students in the implementation and completion of their projects.",[],['PHTH 6966'],[],Public Health,[1]
PHTH,6966,Practicum,3,Provides eligible students with an opportunity for practical experience.,[],[],[],Public Health,[]
PHTH,7101,Qualitative Research Design,4,"Introduces the logic of qualitative inquiry and various qualitative data collection strategies including field observation, in-depth interviews, focus groups, and archival materials. Suitable for students in a range of social scientific disciplines including anthropology, sociology, political science, public policy, criminal justice, population health, nursing, and applied psychology. Offers students an opportunity to obtain a foundation for essential aspects of research design as well as hands-on experience in data collection techniques around a topic of the student’s choosing.",[],[],[],Public Health,[]
PHTH,7102,Qualitative Data Analysis,4,"The goal of this course is to introduce students to methods for analyzing different forms of qualitative data. The course will train students in developing coding strategies to analyze qualitative data and introduces them to qualitative data software. Students will learn how to apply deductive and inductive coding, how to develop coding structures appropriate for various genres (e.g., exploratory, descriptive, narrative), and how to theorize from qualitative data. Students will receive extensive training in writing up qualitative research findings, from analytic memos to a publishable paper or dissertation chapter.",[],"['PHTH 5603', 'PHTH 7101']",[],Public Health,"[1, 1]"
PHTH,7103,Mixed Methods Research,4,"Introduces the theory and practice of mixed method inquiry in the social sciences, broadly defined. Presents an overview of historical roots of mixed methods research, the major paradigms driving contemporary mixed methods research, and the four most common research designs applied in mixed methods research (concurrent, sequential, embedded, and multiphase). Studies how to evaluate the validity and quality of mixed methods research. Offers students an opportunity to develop a research protocol for a mixed methods research project.",[],[],[],Public Health,[]
PHTH,8960,Exam Preparation—Doctoral,0,Offers students an opportunity to prepare for the PhD qualifying exam under faculty supervision.,[],[],[],Public Health,[]
PHTH,8986,Research,0,Offers an opportunity to conduct research under faculty supervision. May be repeated without limit.,[],[],[],Public Health,[]
PHTH,9000,PhD Candidacy Achieved,0,Indicates successful completion of program requirements for PhD candidacy.,[],[],[],Public Health,[]
PHTH,9990,Dissertation Term 1,0,Offers doctoral students an opportunity to work with their advisors and doctoral research committees to perform their doctoral research and to write their dissertation.,[],['PHTH 9000'],[],Public Health,[1]
PHTH,9991,Dissertation Term 2,0,Offers dissertation supervision by members of the department.,[],['PHTH 9990'],[],Public Health,[1]
PHTH,9996,Dissertation Continuation,0,Offers continuation of dissertation research to doctoral students.,[],['PHTH 9991'],[],Public Health,[1]
PPUA,5100,Climate and Development,4,"Serves as an introduction to climate change and development processes in developing countries. Exposes students to key debates in the fields of climate change and international development. Offers students an opportunity to learn about the approaches to climate adaptation, the relationship between adaptation and development, and concepts of resilience and transformation. Using a comparative case study approach, explores the importance of the local context; the intersections of politics, economics, and culture; ecology and human-environment relationships; and the role (and challenges) of finance and development assistance. Climate impacts threaten to reverse many of the development gains of the last century, and the most vulnerable are likely to be the most impacted by climate change. At the same time, opportunities exist to ensure climate-compatible development pathways. Cross-listed with INTL 5100.",[],[],['Societies/Institutions'],Public Policy and Urban Affairs,[]
PPUA,5201,Urban Planning and the Law,2,"Addresses the role of law in defining the powers of planning and the legal questions surrounding key urban planning debates. Studies specifically the powers that city governments have to adopt to implement policies; debates about whether such powers should be expanded or restricted; the legal basis of government’s ability to intervene in housing, real estate development, land use and acquisition, and other planning issues, as well as debates about such powers; and the roles of federal and state governments in determining what cities can do. Examines these issues by analyzing legal structures, court decisions, and social research.",[],[],[],Public Policy and Urban Affairs,[]
PPUA,5220,How Healthcare Works: Business and Policy Innovations,4,"Offers a high-level introduction to the past, current, and future states of the U.S. healthcare system, including key business and policy innovations introduced over time to improve access, quality, and affordability. Emphasizes learning about how the business and policy of healthcare works in the United States, with comparisons drawn to other countries’ healthcare systems. Analyzes the potential contributions to health system improvement made by healthcare reform, technologies such as artificial intelligence, and other disruptive innovations. Designed for students interested in learning more about healthcare industry operations and the business and policy innovations that drive performance improvements in this sector.",[],[],[],Public Policy and Urban Affairs,[]
PPUA,5225,The Open Classroom: Public Debates on Public Policy,4,Offers special topics built around a series of public debates on selected issues of public policy. May be repeated without limit.,[],[],[],Public Policy and Urban Affairs,[]
PPUA,5226,Open Classroom Recitation,0,Accompanies PPUA 5225. Provides a small-group discussion format. May be repeated without limit.,['PPUA 5225'],[],[],Public Policy and Urban Affairs,[]
PPUA,5230,Housing Policy,4,"Examines the economic, social, and legal underpinnings of housing policy in the United States across a variety of topics, including housing finance and production, public and affordable housing, home ownership, and fair housing. Housing is both an essential human need and a critical sector of the U.S. economy. Presents the complicated and evolving roles of all of those involved in housing policy, including federal, state, and local government, and the private and profit sectors. Guest speakers provide real-world insights into current housing policy challenges.",[],[],[],Public Policy and Urban Affairs,[]
PPUA,5231,Transportation Policy,4,"Examines the physical, technological, economic, social, cultural, and political underpinnings of transportation policy in the United States. Topics include intra- and interstate transportation, the comparative economics of different modes of transportation, the impacts of federal and state policies on transportation options, and the long-term effects of those choices on metropolitan development, housing, land use, energy, and the environment. Also involves comparisons with transportation systems in other countries.",[],[],[],Public Policy and Urban Affairs,[]
